id,account_id,payment,expected_invoice,plan,date_received
47,314,875.0,true,Premium,2021-01-24
48,327,295.0,true,Basic,2021-01-24
49,334,295.0,true,Basic,2021-01-24
50,244,295.0,true,Basic,2021-01-26
51,191,295.0,true,Basic,2021-01-27
52,203,295.0,true,Basic,2021-01-27
53,187,295.0,true,Basic,2021-01-27
54,135,295.0,true,Basic,2021-01-28
55,132,295.0,true,Basic,2021-01-28
56,164,295.0,true,Basic,2021-01-28
57,120,561.8,true,Basic,2021-01-28
58,63,295.0,true,Basic,2021-01-29
59,92,295.0,true,Basic,2021-01-29
60,80,300.8,true,Basic,2021-01-29
61,90,358.8,true,Basic,2021-01-29
62,81,295.0,true,Basic,2021-01-29
63,103,295.0,true,Basic,2021-01-29
64,53,295.0,true,Basic,2021-01-30
65,36,295.0,true,Basic,2021-01-30
66,28,295.0,true,Basic,2021-01-30
67,43,295.0,true,Basic,2021-01-30
68,54,295.0,true,Basic,2021-01-30
69,40,295.0,true,Basic,2021-01-30
70,334,295.0,true,Basic,2021-02-24
71,327,295.0,true,Basic,2021-02-24
72,314,875.0,true,Premium,2021-02-24
73,308,875.0,true,Premium,2021-02-25
74,250,295.0,true,Basic,2021-02-26
75,244,295.0,true,Basic,2021-02-26
76,187,295.0,true,Basic,2021-02-27
77,203,295.0,true,Basic,2021-02-27
78,191,295.0,true,Basic,2021-02-27
79,54,295.0,true,Basic,2021-02-28
80,92,295.0,true,Basic,2021-02-28
81,40,295.0,true,Basic,2021-02-28
82,28,295.0,true,Basic,2021-02-28
83,135,295.0,true,Basic,2021-02-28
84,120,654.6,true,Basic,2021-02-28
85,63,295.0,true,Basic,2021-02-28
86,43,295.0,true,Basic,2021-02-28
87,164,295.0,true,Basic,2021-02-28
88,132,295.0,true,Basic,2021-02-28
89,103,295.0,true,Basic,2021-02-28
90,36,295.0,true,Basic,2021-02-28
91,80,382.0,true,Basic,2021-02-28
92,81,295.0,true,Basic,2021-02-28
93,53,295.0,true,Basic,2021-02-28
94,90,550.2,true,Basic,2021-02-28
95,328,295.0,true,Basic,2021-03-24
96,327,295.0,true,Basic,2021-03-24
97,314,875.0,true,Premium,2021-03-24
98,334,295.0,true,Basic,2021-03-24
99,308,875.0,true,Premium,2021-03-25
100,250,295.0,true,Basic,2021-03-26
101,244,295.0,true,Basic,2021-03-26
102,200,295.0,true,Basic,2021-03-27
103,187,295.0,true,Basic,2021-03-27
104,191,295.0,true,Basic,2021-03-27
105,203,295.0,true,Basic,2021-03-27
106,164,295.0,true,Basic,2021-03-28
107,120,657.5,true,Basic,2021-03-28
108,135,295.0,true,Basic,2021-03-28
109,132,295.0,true,Basic,2021-03-28
110,80,434.2,true,Basic,2021-03-29
111,103,295.0,true,Basic,2021-03-29
112,63,295.0,true,Basic,2021-03-29
113,90,512.5,true,Basic,2021-03-29
114,81,295.0,true,Basic,2021-03-29
115,92,295.0,true,Basic,2021-03-29
116,53,295.0,true,Basic,2021-03-30
117,31,295.0,true,Basic,2021-03-30
118,40,295.0,true,Basic,2021-03-30
119,28,295.0,true,Basic,2021-03-30
120,43,295.0,true,Basic,2021-03-30
121,36,295.0,true,Basic,2021-03-30
122,54,295.0,true,Basic,2021-03-30
123,24,295.0,true,Basic,2021-03-31
124,4,295.0,true,Basic,2021-03-31
125,25,295.0,true,Basic,2021-03-31
126,27,295.0,true,Basic,2021-03-31
127,328,295.0,true,Basic,2021-04-24
128,327,295.0,true,Basic,2021-04-24
129,334,295.0,true,Basic,2021-04-24
130,319,234.1,true,Basic,2021-04-24
131,314,875.0,true,Premium,2021-04-24
132,308,875.0,true,Premium,2021-04-25
133,244,295.0,true,Basic,2021-04-26
134,250,295.0,true,Basic,2021-04-26
135,187,295.0,true,Basic,2021-04-27
136,203,295.0,true,Basic,2021-04-27
137,200,373.3,true,Basic,2021-04-27
138,191,295.0,true,Basic,2021-04-27
139,132,295.0,true,Basic,2021-04-28
140,120,663.3,true,Basic,2021-04-28
141,123,234.1,true,Basic,2021-04-28
142,135,295.0,true,Basic,2021-04-28
143,164,295.0,true,Basic,2021-04-28
144,90,576.3,true,Basic,2021-04-29
145,63,295.0,true,Basic,2021-04-29
146,103,321.1,true,Basic,2021-04-29
147,79,234.1,true,Basic,2021-04-29
148,107,295.0,true,Basic,2021-04-29
149,92,295.0,true,Basic,2021-04-29
150,81,295.0,true,Basic,2021-04-29
151,109,234.1,true,Basic,2021-04-29
152,80,425.5,true,Basic,2021-04-29
153,4,295.0,true,Basic,2021-04-30
154,43,295.0,true,Basic,2021-04-30
155,42,234.1,true,Basic,2021-04-30
156,25,295.0,true,Basic,2021-04-30
157,31,295.0,true,Basic,2021-04-30
158,24,295.0,true,Basic,2021-04-30
159,36,295.0,true,Basic,2021-04-30
160,27,295.0,true,Basic,2021-04-30
161,28,295.0,true,Basic,2021-04-30
162,40,295.0,true,Basic,2021-04-30
163,53,295.0,true,Basic,2021-04-30
164,54,295.0,true,Basic,2021-04-30
165,319,234.1,true,Basic,2021-05-24
166,327,295.0,true,Basic,2021-05-24
167,334,295.0,true,Basic,2021-05-24
168,328,295.0,true,Basic,2021-05-24
169,314,875.0,true,Premium,2021-05-24
170,308,875.0,true,Premium,2021-05-25
171,250,295.0,true,Basic,2021-05-26
172,244,295.0,true,Basic,2021-05-26
173,254,454.5,true,Basic,2021-05-26
174,203,295.0,true,Basic,2021-05-27
175,205,251.5,true,Basic,2021-05-27
176,191,295.0,true,Basic,2021-05-27
177,200,367.5,true,Basic,2021-05-27
178,187,295.0,true,Basic,2021-05-27
179,135,295.0,true,Basic,2021-05-28
180,123,234.1,true,Basic,2021-05-28
181,132,295.0,true,Basic,2021-05-28
182,120,756.1,true,Basic,2021-05-28
183,164,315.3,true,Basic,2021-05-28
184,72,251.5,true,Basic,2021-05-29
185,79,234.1,true,Basic,2021-05-29
186,80,474.8,true,Basic,2021-05-29
187,81,295.0,true,Basic,2021-05-29
188,63,295.0,true,Basic,2021-05-29
189,73,251.5,true,Basic,2021-05-29
190,103,396.5,true,Basic,2021-05-29
191,109,234.1,true,Basic,2021-05-29
192,90,587.9,true,Basic,2021-05-29
193,92,295.0,true,Basic,2021-05-29
194,107,295.0,true,Basic,2021-05-29
195,54,295.0,true,Basic,2021-05-30
196,31,295.0,true,Basic,2021-05-30
197,53,295.0,true,Basic,2021-05-30
198,42,234.1,true,Basic,2021-05-30
199,28,295.0,true,Basic,2021-05-30
200,40,295.0,true,Basic,2021-05-30
201,36,295.0,true,Basic,2021-05-30
202,43,295.0,true,Basic,2021-05-30
203,4,295.0,true,Basic,2021-05-31
204,27,295.0,true,Basic,2021-05-31
205,24,295.0,true,Basic,2021-05-31
206,25,295.0,true,Basic,2021-05-31
207,328,295.0,true,Basic,2021-06-24
208,327,295.0,true,Basic,2021-06-24
209,334,295.0,true,Basic,2021-06-24
210,319,234.1,true,Basic,2021-06-24
211,314,915.6,true,Premium,2021-06-24
212,308,875.0,true,Premium,2021-06-25
213,263,266.0,true,Basic,2021-06-25
214,254,738.7,true,Basic,2021-06-26
215,244,295.0,true,Basic,2021-06-26
216,248,251.5,true,Basic,2021-06-26
217,252,251.5,true,Basic,2021-06-26
218,250,295.0,true,Basic,2021-06-26
219,203,295.0,true,Basic,2021-06-27
220,187,295.0,true,Basic,2021-06-27
221,191,295.0,true,Basic,2021-06-27
222,205,251.5,true,Basic,2021-06-27
223,200,390.7,true,Basic,2021-06-27
224,171,251.5,true,Basic,2021-06-27
225,135,295.0,true,Basic,2021-06-28
226,123,234.1,true,Basic,2021-06-28
227,141,251.5,true,Basic,2021-06-28
228,132,295.0,true,Basic,2021-06-28
229,120,457.4,true,Basic,2021-06-28
230,164,312.4,true,Basic,2021-06-28
231,118,324.0,true,Basic,2021-06-28
232,92,295.0,true,Basic,2021-06-29
233,113,251.5,true,Basic,2021-06-29
234,72,251.5,true,Basic,2021-06-29
235,107,295.0,true,Basic,2021-06-29
236,90,614.0,true,Basic,2021-06-29
237,103,367.5,true,Basic,2021-06-29
238,112,251.5,true,Basic,2021-06-29
239,63,295.0,true,Basic,2021-06-29
240,80,524.1,true,Basic,2021-06-29
241,79,234.1,true,Basic,2021-06-29
242,81,295.0,true,Basic,2021-06-29
243,109,234.1,true,Basic,2021-06-29
244,73,286.3,true,Basic,2021-06-29
245,43,295.0,true,Basic,2021-06-30
246,28,295.0,true,Basic,2021-06-30
247,54,295.0,true,Basic,2021-06-30
248,25,295.0,true,Basic,2021-06-30
249,27,295.0,true,Basic,2021-06-30
250,31,295.0,true,Basic,2021-06-30
251,4,295.0,true,Basic,2021-06-30
252,36,295.0,true,Basic,2021-06-30
253,57,251.5,true,Basic,2021-06-30
254,42,234.1,true,Basic,2021-06-30
255,53,295.0,true,Basic,2021-06-30
256,24,295.0,true,Basic,2021-06-30
257,41,338.5,true,Basic,2021-06-30
258,56,251.5,true,Basic,2021-06-30
259,40,295.0,true,Basic,2021-06-30
260,52,251.5,true,Basic,2021-06-30
261,327,295.0,true,Basic,2021-07-24
262,328,295.0,true,Basic,2021-07-24
263,335,266.0,true,Basic,2021-07-24
264,314,904.0,true,Premium,2021-07-24
265,334,295.0,true,Basic,2021-07-24
266,319,234.1,true,Basic,2021-07-24
267,308,875.0,true,Premium,2021-07-25
268,263,266.0,true,Basic,2021-07-25
269,254,886.6,true,Basic,2021-07-26
270,250,295.0,true,Basic,2021-07-26
271,243,251.5,true,Basic,2021-07-26
272,244,295.0,true,Basic,2021-07-26
273,248,251.5,true,Basic,2021-07-26
274,252,251.5,true,Basic,2021-07-26
275,191,295.0,true,Basic,2021-07-27
276,200,396.5,true,Basic,2021-07-27
277,171,469.0,true,Basic,2021-07-27
278,205,251.5,true,Basic,2021-07-27
279,203,295.0,true,Basic,2021-07-27
280,187,295.0,true,Basic,2021-07-27
281,141,251.5,true,Basic,2021-07-28
282,118,422.6,true,Basic,2021-07-28
283,147,251.5,true,Basic,2021-07-28
284,123,234.1,true,Basic,2021-07-28
285,132,332.7,true,Basic,2021-07-28
286,120,596.6,true,Basic,2021-07-28
287,164,341.4,true,Basic,2021-07-28
288,135,295.0,true,Basic,2021-07-28
289,161,2177.1,true,Business,2021-07-28
290,103,393.6,true,Basic,2021-07-29
291,105,309.5,true,Basic,2021-07-29
292,79,234.1,true,Basic,2021-07-29
293,112,251.5,true,Basic,2021-07-29
294,80,431.3,true,Basic,2021-07-29
295,72,251.5,true,Basic,2021-07-29
296,109,234.1,true,Basic,2021-07-29
297,104,411.0,true,Basic,2021-07-29
298,92,295.0,true,Basic,2021-07-29
299,107,295.0,true,Basic,2021-07-29
300,111,266.0,true,Basic,2021-07-29
301,63,295.0,true,Basic,2021-07-29
302,73,373.3,true,Basic,2021-07-29
303,113,251.5,true,Basic,2021-07-29
304,90,614.0,true,Basic,2021-07-29
305,81,295.0,true,Basic,2021-07-29
306,56,251.5,true,Basic,2021-07-30
307,28,295.0,true,Basic,2021-07-30
308,43,295.0,true,Basic,2021-07-30
309,54,295.0,true,Basic,2021-07-30
310,40,295.0,true,Basic,2021-07-30
311,52,251.5,true,Basic,2021-07-30
312,42,234.1,true,Basic,2021-07-30
313,31,295.0,true,Basic,2021-07-30
314,29,251.5,true,Basic,2021-07-30
315,53,295.0,true,Basic,2021-07-30
316,41,556.0,true,Basic,2021-07-30
317,57,251.5,true,Basic,2021-07-30
318,36,295.0,true,Basic,2021-07-30
319,24,295.0,true,Basic,2021-07-31
320,27,295.0,true,Basic,2021-07-31
321,4,295.0,true,Basic,2021-07-31
322,5,367.5,true,Basic,2021-07-31
323,25,295.0,true,Basic,2021-07-31
324,26,280.5,true,Basic,2021-07-31
325,335,544.4,true,Basic,2021-08-24
326,328,295.0,true,Basic,2021-08-24
327,327,295.0,true,Basic,2021-08-24
328,319,234.1,true,Basic,2021-08-24
329,334,295.0,true,Basic,2021-08-24
330,314,904.0,true,Premium,2021-08-24
331,263,283.4,true,Basic,2021-08-25
332,286,251.5,true,Basic,2021-08-25
333,244,295.0,true,Basic,2021-08-26
334,226,251.5,true,Basic,2021-08-26
335,253,266.0,true,Basic,2021-08-26
336,250,295.0,true,Basic,2021-08-26
337,252,251.5,true,Basic,2021-08-26
338,216,251.5,true,Basic,2021-08-26
339,243,300.8,true,Basic,2021-08-26
340,248,251.5,true,Basic,2021-08-26
341,242,251.5,true,Basic,2021-08-26
342,254,875.0,true,Basic,2021-08-26
343,234,251.5,true,Basic,2021-08-26
344,255,251.5,true,Basic,2021-08-26
345,169,251.5,true,Basic,2021-08-27
346,168,251.5,true,Basic,2021-08-27
347,170,251.5,true,Basic,2021-08-27
348,200,431.3,true,Basic,2021-08-27
349,205,251.5,true,Basic,2021-08-27
350,171,411.0,true,Basic,2021-08-27
351,191,295.0,true,Basic,2021-08-27
352,203,295.0,true,Basic,2021-08-27
353,192,251.5,true,Basic,2021-08-27
354,187,295.0,true,Basic,2021-08-27
355,161,4001.2,true,Business,2021-08-28
356,132,341.4,true,Basic,2021-08-28
357,142,251.5,true,Basic,2021-08-28
358,147,266.0,true,Basic,2021-08-28
359,141,251.5,true,Basic,2021-08-28
360,123,234.1,true,Basic,2021-08-28
361,164,469.0,true,Basic,2021-08-28
362,120,442.9,true,Basic,2021-08-28
363,135,295.0,true,Basic,2021-08-28
364,118,538.6,true,Basic,2021-08-28
365,104,605.3,true,Basic,2021-08-29
366,72,266.0,true,Basic,2021-08-29
367,107,295.0,true,Basic,2021-08-29
368,113,251.5,true,Basic,2021-08-29
369,80,547.3,true,Basic,2021-08-29
370,73,448.7,true,Basic,2021-08-29
371,78,251.5,true,Basic,2021-08-29
372,103,382.0,true,Basic,2021-08-29
373,92,295.0,true,Basic,2021-08-29
374,109,234.1,true,Basic,2021-08-29
375,63,295.0,true,Basic,2021-08-29
376,81,295.0,true,Basic,2021-08-29
377,112,251.5,true,Basic,2021-08-29
378,105,309.5,true,Basic,2021-08-29
379,111,266.0,true,Basic,2021-08-29
380,90,735.8,true,Basic,2021-08-29
381,79,234.1,true,Basic,2021-08-29
382,54,295.0,true,Basic,2021-08-30
383,56,251.5,true,Basic,2021-08-30
384,55,251.5,true,Basic,2021-08-30
385,28,295.0,true,Basic,2021-08-30
386,53,295.0,true,Basic,2021-08-30
387,57,274.7,true,Basic,2021-08-30
388,40,295.0,true,Basic,2021-08-30
389,52,251.5,true,Basic,2021-08-30
390,31,295.0,true,Basic,2021-08-30
391,42,234.1,true,Basic,2021-08-30
392,41,532.8,true,Basic,2021-08-30
393,36,295.0,true,Basic,2021-08-30
394,43,295.0,true,Basic,2021-08-30
395,29,251.5,true,Basic,2021-08-30
396,17,251.5,true,Basic,2021-08-30
397,26,370.4,true,Basic,2021-08-31
398,27,295.0,true,Basic,2021-08-31
399,25,295.0,true,Basic,2021-08-31
400,5,347.2,true,Basic,2021-08-31
401,4,295.0,true,Basic,2021-08-31
402,24,295.0,true,Basic,2021-08-31
403,30,251.5,true,Basic,2021-08-31
404,60,251.5,true,Basic,2021-08-31
405,314,976.5,true,Premium,2021-09-24
406,328,295.0,true,Basic,2021-09-24
407,335,532.8,true,Basic,2021-09-24
408,327,295.0,true,Basic,2021-09-24
409,319,489.3,true,Basic,2021-09-24
410,334,295.0,true,Basic,2021-09-24
411,286,251.5,true,Basic,2021-09-25
412,308,1678.3,true,Premium,2021-09-25
413,302,251.5,true,Basic,2021-09-25
414,263,347.2,true,Basic,2021-09-25
415,248,251.5,true,Basic,2021-09-26
416,253,303.7,true,Basic,2021-09-26
417,216,379.1,true,Basic,2021-09-26
418,254,935.9,true,Basic,2021-09-26
419,234,251.5,true,Basic,2021-09-26
420,250,295.0,true,Basic,2021-09-26
421,243,387.8,true,Basic,2021-09-26
422,244,295.0,true,Basic,2021-09-26
423,252,251.5,true,Basic,2021-09-26
424,255,251.5,true,Basic,2021-09-26
425,226,251.5,true,Basic,2021-09-26
426,242,251.5,true,Basic,2021-09-26
427,192,474.8,true,Basic,2021-09-27
428,168,251.5,true,Basic,2021-09-27
429,205,251.5,true,Basic,2021-09-27
430,170,268.9,true,Basic,2021-09-27
431,184,251.5,true,Basic,2021-09-27
432,169,251.5,true,Basic,2021-09-27
433,171,411.0,true,Basic,2021-09-27
434,200,451.6,true,Basic,2021-09-27
435,203,295.0,true,Basic,2021-09-27
436,167,1455.0,true,Business,2021-09-27
437,191,295.0,true,Basic,2021-09-27
438,187,295.0,true,Basic,2021-09-27
439,147,292.1,true,Basic,2021-09-28
440,118,538.6,true,Basic,2021-09-28
441,132,266.0,true,Basic,2021-09-28
442,141,251.5,true,Basic,2021-09-28
443,123,335.6,true,Basic,2021-09-28
444,161,6266.1,true,Business,2021-09-28
445,120,492.2,true,Basic,2021-09-28
446,142,251.5,true,Basic,2021-09-28
447,122,353.0,true,Basic,2021-09-28
448,164,634.3,true,Basic,2021-09-28
449,135,295.0,true,Basic,2021-09-28
450,78,251.5,true,Basic,2021-09-29
451,92,295.0,true,Basic,2021-09-29
452,107,295.0,true,Basic,2021-09-29
453,104,564.7,true,Basic,2021-09-29
454,73,498.0,true,Basic,2021-09-29
455,64,251.5,true,Basic,2021-09-29
456,79,234.1,true,Basic,2021-09-29
457,63,295.0,true,Basic,2021-09-29
458,112,251.5,true,Basic,2021-09-29
459,109,234.1,true,Basic,2021-09-29
460,72,306.6,true,Basic,2021-09-29
461,111,266.0,true,Basic,2021-09-29
462,90,785.1,true,Basic,2021-09-29
463,80,698.1,true,Basic,2021-09-29
464,113,251.5,true,Basic,2021-09-29
465,105,335.6,true,Basic,2021-09-29
466,103,382.0,true,Basic,2021-09-29
467,81,295.0,true,Basic,2021-09-29
468,57,266.0,true,Basic,2021-09-30
469,60,573.4,true,Basic,2021-09-30
470,25,315.3,true,Basic,2021-09-30
471,30,251.5,true,Basic,2021-09-30
472,53,295.0,true,Basic,2021-09-30
473,55,251.5,true,Basic,2021-09-30
474,24,295.0,true,Basic,2021-09-30
475,26,353.0,true,Basic,2021-09-30
476,42,315.3,true,Basic,2021-09-30
477,17,318.2,true,Basic,2021-09-30
478,28,295.0,true,Basic,2021-09-30
479,31,295.0,true,Basic,2021-09-30
480,4,295.0,true,Basic,2021-09-30
481,36,295.0,true,Basic,2021-09-30
482,27,295.0,true,Basic,2021-09-30
483,29,251.5,true,Basic,2021-09-30
484,5,329.8,true,Basic,2021-09-30
485,44,251.5,true,Basic,2021-09-30
486,40,295.0,true,Basic,2021-09-30
487,56,251.5,true,Basic,2021-09-30
488,52,251.5,true,Basic,2021-09-30
489,43,295.0,true,Basic,2021-09-30
490,54,295.0,true,Basic,2021-09-30
491,41,683.6,true,Basic,2021-09-30
492,531,295.0,true,Basic,2021-10-20
493,527,295.0,true,Basic,2021-10-20
494,381,295.0,true,Basic,2021-10-23
495,314,1356.4,true,Premium,2021-10-24
496,334,295.0,true,Basic,2021-10-24
497,335,744.5,true,Basic,2021-10-24
498,327,295.0,true,Basic,2021-10-24
499,328,295.0,true,Basic,2021-10-24
500,319,521.2,true,Basic,2021-10-24
501,302,251.5,true,Basic,2021-10-25
502,308,1182.4,true,Premium,2021-10-25
503,286,251.5,true,Basic,2021-10-25
504,282,251.5,true,Basic,2021-10-25
505,263,332.7,true,Basic,2021-10-25
506,243,451.6,true,Basic,2021-10-26
507,248,251.5,true,Basic,2021-10-26
508,211,1455.0,true,Business,2021-10-26
509,217,251.5,true,Basic,2021-10-26
510,255,251.5,true,Basic,2021-10-26
511,254,1107.0,true,Basic,2021-10-26
512,253,364.6,true,Basic,2021-10-26
513,244,295.0,true,Basic,2021-10-26
514,226,251.5,true,Basic,2021-10-26
515,252,428.4,true,Basic,2021-10-26
516,242,251.5,true,Basic,2021-10-26
517,216,324.0,true,Basic,2021-10-26
518,250,295.0,true,Basic,2021-10-26
519,251,382.0,true,Basic,2021-10-26
520,234,251.5,true,Basic,2021-10-26
521,203,295.0,true,Basic,2021-10-27
522,171,486.4,true,Basic,2021-10-27
523,200,460.3,true,Basic,2021-10-27
524,192,541.5,true,Basic,2021-10-27
525,195,1455.0,true,Business,2021-10-27
526,169,251.5,true,Basic,2021-10-27
527,201,251.5,true,Basic,2021-10-27
528,170,306.6,true,Basic,2021-10-27
529,184,251.5,true,Basic,2021-10-27
530,168,251.5,true,Basic,2021-10-27
531,167,1455.0,true,Business,2021-10-27
532,187,295.0,true,Basic,2021-10-27
533,205,251.5,true,Basic,2021-10-27
534,186,251.5,true,Basic,2021-10-27
535,174,251.5,true,Basic,2021-10-27
536,202,251.5,true,Basic,2021-10-27
537,191,326.9,true,Basic,2021-10-27
538,141,268.9,true,Basic,2021-10-28
539,164,677.8,true,Basic,2021-10-28
540,161,7753.8,true,Business,2021-10-28
541,118,611.1,true,Basic,2021-10-28
542,132,326.9,true,Basic,2021-10-28
543,142,251.5,true,Basic,2021-10-28
544,147,280.5,true,Basic,2021-10-28
545,126,251.5,true,Basic,2021-10-28
546,122,379.1,true,Basic,2021-10-28
547,138,251.5,true,Basic,2021-10-28
548,140,1455.0,true,Business,2021-10-28
549,123,289.2,true,Basic,2021-10-28
550,135,295.0,true,Basic,2021-10-28
551,120,512.5,true,Basic,2021-10-28
552,112,251.5,true,Basic,2021-10-29
553,107,295.0,true,Basic,2021-10-29
554,65,251.5,true,Basic,2021-10-29
555,69,1455.0,true,Business,2021-10-29
556,73,634.3,true,Basic,2021-10-29
557,111,266.0,true,Basic,2021-10-29
558,78,295.0,true,Basic,2021-10-29
559,90,779.3,true,Basic,2021-10-29
560,103,382.0,true,Basic,2021-10-29
561,81,295.0,true,Basic,2021-10-29
562,105,321.1,true,Basic,2021-10-29
563,109,234.1,true,Basic,2021-10-29
564,80,599.5,true,Basic,2021-10-29
565,104,602.4,true,Basic,2021-10-29
566,72,266.0,true,Basic,2021-10-29
567,113,251.5,true,Basic,2021-10-29
568,102,1774.0,true,Business,2021-10-29
569,92,295.0,true,Basic,2021-10-29
570,64,251.5,true,Basic,2021-10-29
571,95,251.5,true,Basic,2021-10-29
572,63,295.0,true,Basic,2021-10-29
573,79,234.1,true,Basic,2021-10-29
574,32,251.5,true,Basic,2021-10-30
575,36,295.0,true,Basic,2021-10-30
576,53,295.0,true,Basic,2021-10-30
577,43,295.0,true,Basic,2021-10-30
578,17,489.3,true,Basic,2021-10-30
579,28,295.0,true,Basic,2021-10-30
580,57,237.0,true,Basic,2021-10-30
581,56,251.5,true,Basic,2021-10-30
582,42,289.2,true,Basic,2021-10-30
583,44,251.5,true,Basic,2021-10-30
584,55,251.5,true,Basic,2021-10-30
585,41,727.1,true,Basic,2021-10-30
586,31,295.0,true,Basic,2021-10-30
587,52,266.0,true,Basic,2021-10-30
588,40,295.0,true,Basic,2021-10-30
589,54,295.0,true,Basic,2021-10-30
590,29,251.5,true,Basic,2021-10-30
591,30,266.0,true,Basic,2021-10-31
592,60,553.1,true,Basic,2021-10-31
593,27,295.0,true,Basic,2021-10-31
594,4,295.0,true,Basic,2021-10-31
595,23,251.5,true,Basic,2021-10-31
596,24,295.0,true,Basic,2021-10-31
597,26,353.0,true,Basic,2021-10-31
598,5,379.1,true,Basic,2021-10-31
599,25,434.2,true,Basic,2021-10-31
600,256,1455.0,true,Business,2021-11-16
601,546,295.0,true,Basic,2021-11-19
602,543,295.0,true,Basic,2021-11-19
603,527,295.0,true,Basic,2021-11-20
604,531,295.0,true,Basic,2021-11-20
605,381,326.9,true,Basic,2021-11-23
606,335,782.2,true,Basic,2021-11-24
607,334,295.0,true,Basic,2021-11-24
608,322,251.5,true,Basic,2021-11-24
609,328,295.0,true,Basic,2021-11-24
610,327,295.0,true,Basic,2021-11-24
611,319,582.1,true,Basic,2021-11-24
612,314,1336.1,true,Premium,2021-11-24
613,286,251.5,true,Basic,2021-11-25
614,282,266.0,true,Basic,2021-11-25
615,263,338.5,true,Basic,2021-11-25
616,307,251.5,true,Basic,2021-11-25
617,308,1025.8,true,Premium,2021-11-25
618,277,1571.0,true,Business,2021-11-25
619,291,251.5,true,Basic,2021-11-25
620,283,251.5,true,Basic,2021-11-25
621,302,251.5,true,Basic,2021-11-25
622,309,295.0,true,Basic,2021-11-25
623,312,251.5,true,Basic,2021-11-25
624,281,251.5,true,Basic,2021-11-25
625,232,1455.0,true,Business,2021-11-26
626,226,251.5,true,Basic,2021-11-26
627,234,251.5,true,Basic,2021-11-26
628,250,295.0,true,Basic,2021-11-26
629,243,582.1,true,Basic,2021-11-26
630,252,396.5,true,Basic,2021-11-26
631,253,341.4,true,Basic,2021-11-26
632,254,991.0,true,Basic,2021-11-26
633,251,228.3,true,Basic,2021-11-26
634,217,251.5,true,Basic,2021-11-26
635,216,350.1,true,Basic,2021-11-26
636,248,251.5,true,Basic,2021-11-26
637,244,295.0,true,Basic,2021-11-26
638,228,251.5,true,Basic,2021-11-26
639,211,1455.0,true,Business,2021-11-26
640,210,251.5,true,Basic,2021-11-26
641,245,251.5,true,Basic,2021-11-26
642,242,251.5,true,Basic,2021-11-26
643,256,1455.0,true,Business,2021-11-26
644,255,251.5,true,Basic,2021-11-26
645,168,251.5,true,Basic,2021-11-27
646,199,251.5,true,Basic,2021-11-27
647,206,266.0,true,Basic,2021-11-27
648,200,454.5,true,Basic,2021-11-27
649,195,1455.0,true,Business,2021-11-27
650,202,251.5,true,Basic,2021-11-27
651,186,454.5,true,Basic,2021-11-27
652,167,1455.0,true,Business,2021-11-27
653,187,295.0,true,Basic,2021-11-27
654,169,251.5,true,Basic,2021-11-27
655,179,251.5,true,Basic,2021-11-27
656,205,251.5,true,Basic,2021-11-27
657,203,295.0,true,Basic,2021-11-27
658,184,251.5,true,Basic,2021-11-27
659,191,341.4,true,Basic,2021-11-27
660,201,303.7,true,Basic,2021-11-27
661,171,503.8,true,Basic,2021-11-27
662,174,790.9,true,Basic,2021-11-27
663,192,544.4,true,Basic,2021-11-27
664,182,266.0,true,Basic,2021-11-27
